Naziv proizvoda;Šifra proizvoda;Marka proizvoda;Neto kolièina;Jedinica mjere;Maloprodajna cijena;Cijena za jedinicu mjere;Barkod;Kategorija;Najniža cijena u posljednjih 30 dana;MPC za vrijeme posebnog oblika prodaje
SPORT KEKS 300g KRAŠ                    ;01535     ;KRAŠ SPORT     ;        0.30;kg ;        1.79;        5.97;'3850102310111';HRANA;        0.00;        0.00
PETIT BEURRE 200g KRAŠ                  ;01543     ;KRAŠ d.d.;        0.20;kg ;        1.59;        7.95;'3850102311163';HRANA;        0.00;        0.00
NAPOLITANKE ÈOKOL.500g KRAŠ             ;02979     ;KRAŠ d.d.;        0.50;kg ;        6.69;       13.38;'3850102320073';HRANA;        0.00;        0.00
PETIT BEURRE 960g KRAŠ                  ;04779     ;KRAŠ d.d.;        0.96;kg ;        5.09;        5.30;'3850102311446';HRANA;        0.00;        0.00
PETIT BEURRE 480g KRAŠ                  ;06320     ;KRAŠ d.d.;        0.48;kg ;        2.99;        6.23;'3850102311439';HRANA;        0.00;        0.00
NAPOLITANKE ÈOKOL.250g KRAŠ             ;09896     ;KRAŠ d.d.;        0.25;kg ;        3.99;       15.96;'3850102320080';HRANA;        0.00;        0.00
MJEŠANI KEKSI 500g                      ;223620    ;GABRIELI       ;        0.50;kg ;        2.66;        5.32;'3859889085069';HRANA;        0.00;        0.00
DOMAÆI KEKSI 1000g                      ;223621    ;GABRIELI       ;        1.00;kg ;        5.19;        5.19;'3859889085021';HRANA;        0.00;        0.00
KIFLICE ORAH 500g EKOS                  ;290065    ;EKOS CAKES D.O.O.;        0.50;kg ;        3.70;        7.40;'3859889738132';HRANA;        0.00;        0.00
KIFLICE KOKOS 500g EKOS                 ;290066    ;EKOS CAKES D.O.O.;        0.50;kg ;        3.69;        7.38;'3859889738149';HRANA;        0.00;        0.00
PIKNIK KEKS 920g (4*230g)               ;305319    ;KOESTLIN       ;        0.92;kg ;        4.09;        4.45;'3858881091955';HRANA;        0.00;        0.00
KEKSI GABRIELI MJEŠANI 750g             ;348034    ;GABRIELI       ;        0.75;kg ;        3.92;        5.23;'3859889085045';HRANA;        0.00;        0.00
DOMAÆICA ORGINAL 300g KRAŠ              ;351012    ;KRAŠ DOMAÆICA  ;        0.30;kg ;        3.49;       11.63;'3850102314126';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO CREAM 840g KRAŠ       ;351766    ;NAPOLITANKE    ;        0.84;kg ;        4.99;        5.94;'3850102326150';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO CREAM 420g KRAŠ       ;352526    ;KRAŠ VAFLI     ;        0.42;kg ;        3.19;        7.60;'3850102326143';HRANA;        0.00;        0.00
NAPOLITANKE FRUIT 420g KRAŠ             ;352822    ;KRAŠ VAFLI     ;        0.42;kg ;        3.19;        7.60;'3850102326235';HRANA;        0.00;        0.00
NAPOLITANKE CLASSIC 740g                ;355092    ;KOESTLIN       ;        0.74;kg ;        2.99;        4.04;'3856014114977';HRANA;        0.00;        0.00
NAPOLITANKE NOUGAT 420g KRAŠ            ;355568    ;KRAŠ VAFLI     ;        0.42;kg ;        3.19;        7.60;'3850102326174';HRANA;        0.00;        0.00
ÈAJNI KOLUTIÆI 700g KOESTLIN            ;394492    ;KOESTLIN       ;        0.70;kg ;        3.49;        4.99;'3856014111976';HRANA;        0.00;        0.00
NAPOLITANKE NOUGAT 840g KRAŠ            ;401886    ;NAPOLITANKE    ;        0.84;kg ;        4.99;        5.94;'3850102326198';HRANA;        0.00;        0.00
DOMAÆICA TAMNA 275g                     ;408654    ;KRAŠ DOMAÆICA  ;        0.28;kg ;        3.49;       12.69;'3850102501779';HRANA;        0.00;        0.00
NAPOLITANKE LJEŠNJAK 370g               ;421810    ;KOESTLIN       ;        0.37;kg ;        0.00;        4.84;'3856014114687';HRANA;        2.49;        1.79
NAPOLITANKE ÈOKOLADA 370g               ;421811    ;KOESTLIN       ;        0.37;kg ;        0.00;        4.84;'3856014114656';HRANA;        2.49;        1.79
NAPOLITANKE VOÆNE KOCKE 740g            ;421812    ;KOESTLIN       ;        0.74;kg ;        2.99;        4.04;'3856014114946';HRANA;        0.00;        0.00
NAPOLITANKE ÈOKOLADA 740g               ;421814    ;KOESTLIN       ;        0.74;kg ;        2.99;        4.04;'3856014115004';HRANA;        0.00;        0.00
SPECULAAS 400g KOESTLIN                 ;434738    ;KOESTLIN       ;        0.40;kg ;        3.66;        9.15;'3856014116995';HRANA;        0.00;        0.00
SPECULAAS 200g KOESTLIN                 ;434739    ;KOESTLIN       ;        0.20;kg ;        1.99;        9.95;'3856014117022';HRANA;        0.00;        0.00
PIKNIK FAMILY 700g                      ;447531    ;KOESTLIN       ;        0.70;kg ;        4.29;        6.13;'3856014117916';HRANA;        0.00;        0.00
NAPOLITANKE CLASIC 370g                 ;515833    ;KOESTLIN       ;        0.37;kg ;        0.00;        4.84;'3856014119767';HRANA;        2.49;        1.79
KEKS CHOCO COOKIES ORIGINAL 200g KOESTLI;517489    ;KOESTLIN       ;        0.20;kg ;        2.11;       10.55;'3856014120084';HRANA;        0.00;        0.00
SLATKI VJENÈIÆI 500g EKOS               ;520541    ;EKOS CAKES D.O.O.;        0.50;kg ;        3.70;        7.40;'3858889614262';HRANA;        0.00;        0.00
SLATKA MJEŠAVINA 450g EKOS              ;520542    ;EKOS CAKES D.O.O.;        0.45;kg ;        3.99;        8.87;'3858889614248';HRANA;        0.00;        0.00
KEKS PARIS ORIGINAL 225g                ;561526    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014122651';HRANA;        0.00;        0.00
KEKS PARIS KAKAO 225g                   ;561528    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014122682';HRANA;        0.00;        0.00
KEKS PARIS ÈOKOLADA 225g                ;561529    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014122712';HRANA;        0.00;        0.00
KEKS PARIS LEMON 225g                   ;561530    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014122743';HRANA;        0.00;        0.00
NAPOLITANKE COCOA&MILK 420g KRAŠ        ;592951    ;KRAŠ VAFLI     ;        0.42;kg ;        3.19;        7.60;'3850102519125';HRANA;        0.00;        0.00
NAPOLITANKE COCOA&CHOCO 420g            ;592952    ;KRAŠ VAFLI     ;        0.42;kg ;        3.19;        7.60;'3850102519118';HRANA;        0.00;        0.00
KEKS PRINCEZA ÈOKO 230g KOKOS           ;594376    ;KOESTLIN       ;        0.23;kg ;        2.20;        9.57;'3856014101618';HRANA;        0.00;        0.00
KEKS PRINCEZA ÈOKO 230g ORIGINAL        ;594377    ;KOESTLIN       ;        0.23;kg ;        2.20;        9.57;'3856014101649';HRANA;        0.00;        0.00
SUHI KOLAÈI OBIT.ÈAROLIJA 500g FANOLA   ;600823    ;FANOLA D.O.O.;        0.50;kg ;        4.59;        9.18;'3859888257177';HRANA;        0.00;        0.00
SUH.KOL.VJENÈ.VIŠNJA I MARELICA 500g    ;600824    ;FANOLA D.O.O.;        0.50;kg ;        4.45;        8.90;'3859888257658';HRANA;        0.00;        0.00
SUH.KOLAÈI KIFLICE ORANŽ 225g FANOLA    ;600825    ;FANOLA D.O.O.;        0.23;kg ;        2.79;       12.40;'3859888257696';HRANA;        0.00;        0.00
SUH.KOLAÈI VJENÈ.MARELICA 500g FANOLA   ;600826    ;FANOLA D.O.O.;        0.50;kg ;        4.45;        8.90;'3859888257061';HRANA;        0.00;        0.00
SUHI KOL. KIFLICE ROGAÈ-ORAH 225g       ;600827    ;FANOLA D.O.O.;        0.23;kg ;        2.79;       12.40;'3859888257719';HRANA;        0.00;        0.00
NAPOLITANKE ÈOK.I MLIJEKO TEA 330GKOESTL;603660    ;KOESTLIN       ;        0.33;kg ;        0.00;        5.42;'3858881098145';HRANA;        2.49;        1.79
NAPOLITANKE ÈOK.I MLIJEKO 165g TEA KOEST;603662    ;KOESTLIN       ;        0.17;kg ;        1.75;       10.61;'3858881098039';HRANA;        0.00;        0.00
KEKS DOMAÆICA KOKOS TAMNA ÈOK 275g      ;608863    ;KRAŠ DOMAÆICA  ;        0.28;kg ;        3.49;       12.69;'3850102521388';HRANA;        0.00;        0.00
KEKS MOTO KAKAO 288g                    ;614179    ;MOTO           ;        0.29;kg ;        2.99;       10.38;'3850102522859';HRANA;        0.00;        0.00
JADRO ORIGINAL 430g                     ;614541    ;JADRO          ;        0.43;kg ;        3.19;        7.42;'3850102522545';HRANA;        0.00;        0.00
KEKS MOTO KAKAO 192g NOVO               ;614543    ;MOTO KEKS      ;        0.19;kg ;        0.00;        7.76;'3850102522880';HRANA;        1.99;        1.49
JADRO KOKOS ÈOKOLADA 430g NOVO          ;614612    ;JADRO          ;        0.43;kg ;        3.19;        7.42;'3850102522552';HRANA;        0.00;        0.00
JADRO ORIGINAL 860g 2022g               ;614983    ;JADRO          ;        0.86;kg ;        0.00;        4.64;'3850102522514';HRANA;        5.29;        3.99
KEKS MOTO KAKAO MLIJEKO 192g            ;615595    ;KRAŠ d.d.;        0.19;kg ;        0.00;        7.76;'3850102522705';HRANA;        1.99;        1.49
KEKS MOTO KAKAO MLIJEKO 288g            ;616357    ;MOTO           ;        0.29;kg ;        2.99;       10.38;'3850102522866';HRANA;        0.00;        0.00
NAPOLITANKE CHOC.CREAM 187g KRAŠ        ;618931    ;KRAŠ d.d.;        0.19;kg ;        1.59;        8.50;'3850102523405';HRANA;        0.00;        0.00
NAPOLITANKE COCOA MILK 187g             ;618932    ;KRAŠ d.d.;        0.19;kg ;        1.59;        8.50;'3850102523436';HRANA;        0.00;        0.00
NAPOLITANKE NOUGAT 187g KRAŠ            ;618933    ;KRAŠ d.d.;        0.19;kg ;        1.59;        8.50;'3850102002153';HRANA;        0.00;        0.00
NAPOLITANKE LEMON ORANGE 187g           ;618934    ;KRAŠ d.d.;        0.19;kg ;        1.59;        8.50;'3850102523429';HRANA;        0.00;        0.00
KEKS SPECULAS 400g PREMIUM              ;619974    ;KOESTLIN       ;        0.40;kg ;        4.95;       12.38;'3856014105111';HRANA;        0.00;        0.00
NAPOLITANKE NOUGAT 327g KRAŠ            ;626062    ;KRAŠ d.d.;        0.33;kg ;        2.65;        8.10;'3850102523450';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO CREAM 327g KRAŠ       ;626063    ;KRAŠ d.d.;        0.33;kg ;        2.65;        8.10;'3850102523443';HRANA;        0.00;        0.00
KEKS PK KOKOS 200g                      ;626167    ;PREKRAŠNI      ;        0.20;kg ;        2.59;       12.95;'3850102005413';HRANA;        0.00;        0.00
FRONDI VAFEL NOUGAT 250g                ;626924    ;FRONDI         ;        0.25;kg ;        2.59;       10.36;'3850102002221';HRANA;        0.00;        0.00
FRONDI VAFEL KAKAO 250g                 ;626925    ;FRONDI         ;        0.25;kg ;        2.59;       10.36;'3850102002245';HRANA;        0.00;        0.00
FRONDI VAFEL KAKAO I MLIJEKO 225g       ;627678    ;FRONDI         ;        0.23;kg ;        2.59;       11.51;'3850102007547';HRANA;        0.00;        0.00
FRONDI VAFEL LIMUN 250g                 ;627679    ;FRONDI         ;        0.25;kg ;        2.59;       10.36;'3850102002283';HRANA;        0.00;        0.00
FRONDI VAFEL VANILIJA 250g              ;627925    ;FRONDI         ;        0.25;kg ;        2.59;       10.36;'3850102002269';HRANA;        0.00;        0.00
KEKS DOMAÆICA MULTIGRAIN 275g           ;628233    ;KRAŠ DOMAÆICA  ;        0.28;kg ;        3.49;       12.69;'3850102006830';HRANA;        0.00;        0.00
KARAT CHOCO WAFERS 200g                 ;632851    ;KOESTLIN       ;        0.20;kg ;        2.88;       14.40;'3856014106026';HRANA;        0.00;        0.00
RUM CHOCO WAFERS 200g                   ;632852    ;KOESTLIN       ;        0.20;kg ;        2.88;       14.40;'3856014106088';HRANA;        0.00;        0.00
MIGNON CHOCO WAFERS 200g                ;632853    ;KOESTLIN       ;        0.20;kg ;        2.88;       14.40;'3856014106057';HRANA;        0.00;        0.00
KEKS MOTO KAKAO 576g                    ;634668    ;MOTO           ;        0.58;kg ;        4.99;        8.66;'3850102008506';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO KOKOS 250g            ;643746    ;KRAŠ d.d.;        0.25;kg ;        3.99;       15.96;'3850102012442';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO KOKOS 500g            ;643747    ;KRAŠ d.d.;        0.50;kg ;        6.69;       13.38;'3850102012473';HRANA;        0.00;        0.00
KEKS PARIS HAZELNUT 225g                ;643854    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014106897';HRANA;        0.00;        0.00
KEKSI PARIS STRAWBERRY 225g             ;643855    ;KOESTLIN       ;        0.23;kg ;        1.43;        6.36;'3856014106835';HRANA;        0.00;        0.00
FRONDI VAFEL KOKOS 250g                 ;644234    ;FRONDI         ;        0.25;kg ;        2.59;       10.36;'3850102010066';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO RUM 360g              ;645012    ;KOESTLIN       ;        0.36;kg ;        0.00;        4.97;'3856014106767';HRANA;        2.49;        1.79
ÈAJNI KOLUTIÆI KOKOS 800g KRAŠ          ;645719    ;ÈAJNI KOLUTIÆI ;        0.80;kg ;        3.89;        4.86;'3850120700017';HRANA;        0.00;        0.00
ÈAJNI KOLUTIÆI KAKAO 800g KRAŠ          ;645737    ;ÈAJNI KOLUTIÆI ;        0.80;kg ;        3.89;        4.86;'3850102012398';HRANA;        0.00;        0.00
KEKS DOMAÆICA 500g                      ;645853    ;KRAŠ DOMAÆICA  ;        0.50;kg ;        4.99;        9.98;'3850102012633';HRANA;        0.00;        0.00
KEKS DOMAÆICA EXTRA CHOCO 220g          ;645884    ;KRAŠ DOMAÆICA  ;        0.22;kg ;        3.49;       15.86;'3850102009640';HRANA;        0.00;        0.00
KEKS DOMAÆICA EXTRA CHOCO LJEŠNJAK 220g ;645885    ;KRAŠ DOMAÆICA  ;        0.22;kg ;        3.49;       15.86;'3850102009633';HRANA;        0.00;        0.00
KEKS DOMAÆICA EXTRA CHOCO NARANÈA 220g  ;645887    ;KRAŠ DOMAÆICA  ;        0.22;kg ;        3.49;       15.86;'3850102009626';HRANA;        0.00;        0.00
KEKSI PK KEKS KAKAO 220g                ;646400    ;PREKRAŠNI      ;        0.22;kg ;        2.59;       11.77;'3850102011230';HRANA;        0.00;        0.00
KEKSI PK KEKS NOUGAT 220g               ;646401    ;PREKRAŠNI      ;        0.22;kg ;        2.59;       11.77;'3850102011254';HRANA;        0.00;        0.00
KRAŠ SARA KEKS S KAKAO PRELJEVOM 220g   ;646818    ;KRAŠ           ;        0.22;kg ;        0.00;        6.32;'3850102012763';HRANA;        1.79;        1.39
KEKSI PK VIŠNJA 220g                    ;647467    ;PREKRAŠNI      ;        0.22;kg ;        2.59;       11.77;'3850102011278';HRANA;        0.00;        0.00
KRAŠ PETIT KEKS 1kg                     ;650562    ;KRAŠ d.d.;        0.40;kg ;        3.49;        8.73;'3850102014415';HRANA;        0.00;        0.00
KRAŠ PETIT KEKS 400g                    ;650563    ;KRAŠ d.d.;        1.00;kg ;        1.69;        1.69;'3850102014408';HRANA;        0.00;        0.00
DOMAÆICA ORIGINAL 170g KRAŠ             ;652761    ;KRAŠ DOMAÆICA  ;        0.17;kg ;        1.99;       11.71;'3850102014613';HRANA;        0.00;        0.00
DOMAÆICA ORIGINAL MINI 100g             ;652762    ;KRAŠ DOMAÆICA  ;        0.10;kg ;        1.29;       12.90;'3850102014620';HRANA;        0.00;        0.00
DOMAÆICA MULTIGRAIN MINI 100g           ;652763    ;KRAŠ DOMAÆICA  ;        0.10;kg ;        1.29;       12.90;'3850102013685';HRANA;        0.00;        0.00
ÈAJNI KOLUTIÆI 800g KRAŠ                ;654777    ;ÈAJNI KOLUTIÆI ;        0.80;kg ;        3.89;        4.86;'3850120700079';HRANA;        0.00;        0.00
KOLAÈI DJEDOV BRK 250g KAILA            ;655386    ;KAILA D.O.O.;        0.25;kg ;        3.99;       15.96;'3859893766145';HRANA;        0.00;        0.00
KOLAÈI SWEET MIX 450g                   ;655387    ;KAILA D.O.O.;        0.45;kg ;        6.99;       15.53;'3859893766237';HRANA;        0.00;        0.00
ZLATKA 500g  KEKSI KRAŠ**               ;656550    ;KRAŠ d.d.;        0.50;kg ;        3.15;        6.30;'3850120700499';HRANA;        0.00;        0.00
KRAŠ ŠTRUDLICE ŠLJIVA 200g PK           ;656755    ;KRAŠ d.d.;        0.20;kg ;        1.99;        9.95;'3850120700376';HRANA;        0.00;        0.00
NAPOLITANKE CHOCO NARANÈA 250g          ;663359    ;KRAŠ d.d.;        0.25;kg ;        3.99;       15.96;'3850102016198';HRANA;        0.00;        0.00
HIPP BIO VK MARELICE 190g               ;04081     ;HIPP           ;        0.19;kg ;        1.67;        8.79;'9062300101680';HRANA;        0.00;        0.00
HIPP BIO POVRÆE/RIŽA/TELET.220g         ;04176     ;HIPP           ;        0.22;kg ;        2.12;        9.64;'9062300103035';HRANA;        0.00;        0.00
HIPP SOK KRUŠKA 200mL                   ;133167    ;HIPP           ;        0.20;L  ;        1.33;        6.65;'9062300105640';HRANA;        0.00;        0.00
HIPP BIO POVRÆE/RIŽA/PILETINA 190g      ;150941    ;HIPP           ;        0.19;kg ;        2.04;       10.74;'9062300100959';HRANA;        0.00;        0.00
FRUTEK ÈAJ JABUKA/KAMILICA 125mL        ;159596    ;FRUTEK         ;        0.13;L  ;        0.99;        7.92;'3838945502696';HRANA;        0.00;        0.00
FRUTEK NEKTAR BANANA 125mL              ;159598    ;FRUTEK         ;        0.13;L  ;        0.99;        7.92;'3838945502726';HRANA;        0.00;        0.00
FRUTEK BIO SOK JABUKA 125mL             ;159600    ;FRUTEK         ;        0.13;L  ;        0.99;        7.92;'3838945502733';HRANA;        0.00;        0.00
FRUTEK SOK BRESKVA/KRUŠKA 125mL         ;159601    ;FRUTEK         ;        0.13;L  ;        0.99;        7.92;'3838945502740';HRANA;        0.00;        0.00
FRUTEK BIO SOK JABUKA/MRKVA 125mL       ;159602    ;FRUTEK         ;        0.13;L  ;        0.99;        7.92;'3838945502757';HRANA;        0.00;        0.00
FRUTEK BRESKVA S RIŽOM 120g             ;159607    ;FRUTEK         ;        0.12;kg ;        1.26;       10.50;'3838945502955';HRANA;        0.00;        0.00
FRUTEK MARELICA 120g                    ;159608    ;FRUTEK         ;        0.12;kg ;        1.26;       10.50;'3838945502979';HRANA;        0.00;        0.00
FRUTEK KAŠICA KRUŠKA 120g               ;159612    ;FRUTEK         ;        0.12;kg ;        1.26;       10.50;'3838945504171';HRANA;        0.00;        0.00
