"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";"NETO_KOLIÈINA";"JEDINICA_MJERE";"MALOPROD.CIJENA(EUR)";"CIJENA_ZA_JEDINICU_MJERE";"MPC_POSEB.OBLIK_PROD";"POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE";"NAJNIŽA_MPC_U_30DANA";"SIDRENA_CIJENA";"BARKOD";"KATEGORIJA_PROIZVODA"
"DOMAÆI CRAFT KRUH BIJELI KALUP 350g";"910190501";"NO BRAND";"0,35";"KG";"1,49";"4,26";"0";"0";"0";"1,49";"3850135200038";"HRANA"
"DOMAÆI FILE BATKA I ZABATKA (BKK)";"070208101";"NO BRAND";"1";"KG";"7,59";"7,59";"0";"0";"0";"7,59";"";"HRANA"
"DOMAÆI FILE BATKA I ZABATKA (BKK)";"910122901";"NO BRAND";"1";"KG";"7,3";"7,3";"0";"0";"0";"7,3";"";"HRANA"
"DOMAÆI FILE BATKA I ZABATKA (BKK)OB";"070211301";"NO BRAND";"1";"KG";"7,39";"7,39";"0";"0";"0";"7,39";"";"HRANA"
"DOMAÆI FILE PILEÆEG ZABATKA (BKK)";"910175101";"NO BRAND";"1";"KG";"6,01";"6,01";"0";"0";"0";"6,01";"";"HRANA"
"DOMAÆI FILE PILEÆEG ZABATKA(BKK)";"070210401";"NO BRAND";"1";"KG";"7,39";"7,39";"0";"0";"0";"7,39";"";"HRANA"
"DOMAÆI KRUH MEDITERANEO 400g";"910176601";"NO BRAND";"0,4";"KG";"2,29";"5,73";"0";"0";"0";"2,29";"3830085170902";"HRANA"
"DOMAÆI KRUH SA SJEMENKAMA 400g";"910176901";"NO BRAND";"0,4";"KG";"2,39";"5,98";"0";"0";"0";"2,39";"3830085170889";"HRANA"
"DOMAÆI KUKURUZNI MIJEŠANI KRUH 500g";"910020101";"NO BRAND";"0,5";"KG";"1,49";"2,98";"0";"0";"0";"1,49";"";"HRANA"
"DOMAÆI MIJEŠANI KRUH 400g";"910177001";"NO BRAND";"0,4";"KG";"2,29";"5,73";"0";"0";"0";"2,29";"3830085170896";"HRANA"
"DOMAÆI PIL. FILE OD PRSA OBIT. PAK.";"070040001";"NO BRAND";"1";"KG";"7,89";"7,89";"0";"0";"0";"7,89";"";"HRANA"
"DOMAÆI PILEÆI BATAK";"910122601";"NO BRAND";"1";"KG";"3,73";"3,73";"0";"0";"0";"3,73";"";"HRANA"
"DOMAÆI PILEÆI BATAK I ZABATAK";"070208701";"NO BRAND";"1";"KG";"5,19";"5,19";"0";"0";"0";"5,09";"";"HRANA"
"DOMAÆI PILEÆI BATAK SA ZABATKOM SKK";"910175401";"NO BRAND";"1";"KG";"3,7";"3,7";"0";"0";"0";"3,7";"";"HRANA"
"DOMAÆI PILEÆI BATAK SKK";"070208401";"NO BRAND";"1";"KG";"4,29";"4,29";"0";"0";"0";"3,98";"";"HRANA"
"DOMAÆI PILEÆI FILE OD PRSA";"070207801";"NO BRAND";"1";"KG";"7,99";"7,99";"5,97";"5,97";"5,98";"7,99";"";"HRANA"
"DOMAÆI PILEÆI FILE OD PRSA ODREZAK";"070207901";"NO BRAND";"1";"KG";"8,59";"8,59";"0";"0";"0";"8,49";"";"HRANA"
"DOMAÆI PILEÆI ZABATAK";"910122701";"NO BRAND";"1";"KG";"3,73";"3,73";"0";"0";"0";"3,73";"";"HRANA"
"DOMAÆI PILEÆI ZABATAK S DIJ.LEÐA";"910175201";"NO BRAND";"1";"KG";"3,19";"3,19";"0";"0";"0";"3,19";"";"HRANA"
"DOMAÆI PILEÆI ZABATAK S DIJEL.LEÐA";"070210501";"NO BRAND";"1";"KG";"3,19";"3,19";"0";"0";"0";"3,19";"";"HRANA"
"DOMAÆI PILEÆI ZABATAK SKK";"070208301";"NO BRAND";"1";"KG";"4,29";"4,29";"0";"0";"0";"3,98";"";"HRANA"
"DOMAÆI RUM 37,5% 1000ml";"900358001";"NO BRAND";"1";"LT";"9,99";"9,99";"0";"0";"0";"9,99";"3830006256258";"PIÆE"
"DOMAÆI RUM 37,5% 100ml";"910087401";"NO BRAND";"0,1";"LT";"1,19";"11,9";"0";"0";"0";"1,19";"3850164243495";"PIÆE"
"DOMAÆI ZLATNI CRAFT KRUH 350g";"910185601";"NO BRAND";"0,35";"KG";"1,45";"4,14";"0";"0";"0";"1,49";"3850135238765";"HRANA"
"DONUT HALLOWEEN 57g";"910184001";"NO BRAND";"0,057";"KG";"0,59";"10,35";"0,39";"6,84";"0,59";"0,59";"8590325511746";"HRANA"
"DONUT JABUKA I CIMET 65g PUNJENI";"910140701";"NO BRAND";"0,065";"KG";"0,59";"9,08";"0";"0";"0";"0,59";"";"HRANA"
"DONUT JAGODA 73g PUNJENI";"910074501";"NO BRAND";"0,073";"KG";"0,85";"11,64";"0";"0";"0";"0,85";"";"HRANA"
"DONUT NUGAT 71g PUNJENI";"910025501";"NO BRAND";"0,071";"KG";"0,69";"9,72";"0";"0";"0";"0,69";"";"HRANA"
"DONUT VANILIJA 71g PUNJENI";"910002101";"NO BRAND";"0,071";"KG";"0,69";"9,72";"0";"0";"0";"0,69";"";"HRANA"
"DONUT WINTER 57g";"910188501";"NO BRAND";"0,057";"KG";"0,59";"10,35";"0";"0";"0";"0,59";"8590325511753";"HRANA"
"DONUT ÈOKOLADA 71g PUNJENI";"910002001";"NO BRAND";"0,071";"KG";"0,69";"9,72";"0";"0";"0";"0,69";"";"HRANA"
"DRAGOLJUB";"014306501";"NO BRAND";"1";"PZ";"0,59";"0,59";"0";"0";"0";"0,59";"8001553804338";"HRANA"
"DRAŽE BIJELA ÈOKO.S KOKOSOM 80g";"910209301";"NO BRAND";"0,08";"KG";"1,19";"14,88";"0";"0";"0";"1,19";"5310005033596";"HRANA"
"DRAŽE BIJELA ÈOKO.S PISTACIJAMA 60g";"910209401";"NO BRAND";"0,06";"KG";"1,29";"21,5";"0,99";"16,5";"1,29";"1,29";"5310005033572";"HRANA"
"DRVENI UGLJEN 3kg";"015203801";"EUROGARDEN";"3";"KG";"3,99";"1,33";"0";"0";"0";"3,32";"8004393000083";"PROIZVODI ZA KUÆANSTVO"
"DRVENI UGLJEN 3kg";"015203801";"EUROGARDEN";"3";"KG";"3,99";"1,33";"0";"0";"0";"3,32";"8017596106360";"PROIZVODI ZA KUÆANSTVO"
"DRŽAÈ ZA METLU ZELENI ECO 130cm";"017185401";"AMO ESSERE ECO";"1";"PZ";"1,09";"1,09";"0";"0";"0";"1,06";"8017596121882";"PROIZVODI ZA KUÆANSTVO"
"DUNJA";"080029101";"NO BRAND";"1";"KG";"2,29";"2,29";"0";"0";"0";"1,99";"";"HRANA"
"DVA SVJEŽ PILETA NA PODLOŠKU PAK";"014618801";"NO BRAND";"1";"KG";"3,19";"3,19";"0";"0";"0";"3,09";"";"HRANA"
"DVOPEK SA ŽITARICAMA 320g";"011614701";"TRE MULINI";"0,32";"KG";"1,39";"4,34";"0";"0";"0";"1,39";"8017596063236";"HRANA"
"DVOPEK SA ŽITARICAMA 320g";"011614701";"TRE MULINI";"0,32";"KG";"1,39";"4,34";"0";"0";"0";"1,39";"8017596105028";"HRANA"
"DŽEM BRESKVA EXTRA 370g";"013661101";"PUERTOSOL";"0,37";"KG";"1,99";"5,38";"0";"0";"0";"1,99";"8017596073976";"HRANA"
"DŽEM JAGODA 35% 700g";"900457201";"PUERTOSOL";"0,7";"KG";"2,89";"4,13";"0";"0";"0";"2,89";"8017596109095";"HRANA"
"DŽEM JAGODA EXTRA 370g";"013661301";"PUERTOSOL";"0,37";"KG";"1,99";"5,38";"0";"0";"0";"1,99";"8017596073969";"HRANA"
"DŽEM JAGODA EXTRA 50% 450g";"900456401";"PUERTOSOL";"0,45";"KG";"2,39";"5,31";"0";"0";"0";"2,39";"8017596109019";"HRANA"
"DŽEM MALINA EXTRA 50% 450g";"900456801";"PUERTOSOL";"0,45";"KG";"2,99";"6,64";"0";"0";"0";"2,99";"8017596109057";"HRANA"
"DŽEM MARELICA 35% 700g";"900457101";"PUERTOSOL";"0,7";"KG";"2,89";"4,13";"0";"0";"0";"2,89";"8017596109088";"HRANA"
"DŽEM MARELICA 50% EXTRA 450g";"900456301";"PUERTOSOL";"0,45";"KG";"2,39";"5,31";"0";"0";"0";"2,39";"8017596109002";"HRANA"
"DŽEM MARELICA EXTRA 370g";"013660801";"PUERTOSOL";"0,37";"KG";"1,99";"5,38";"0";"0";"0";"1,99";"8017596073945";"HRANA"
"DŽEM MIJEŠANO VOÆE 45% 840g";"900457301";"PUERTOSOL";"0,84";"KG";"2,99";"3,56";"0";"0";"0";"2,99";"8017596109064";"HRANA"
"DŽEM TREŠNJA EXTRA 370g";"013661201";"PUERTOSOL";"0,37";"KG";"1,99";"5,38";"0";"0";"0";"1,99";"8017596073952";"HRANA"
"DŽEM VIŠNJA 50% EXTRA 450g";"900456601";"PUERTOSOL";"0,45";"KG";"2,39";"5,31";"0";"0";"0";"2,39";"8017596109033";"HRANA"
"DŽEM ŠIPAK 40% EXTRA 840g";"900457001";"PUERTOSOL";"0,84";"KG";"3,29";"3,92";"2,29";"2,73";"3,29";"3,29";"8017596109071";"HRANA"
"DŽEM ŠLJIVA 50% EXTRA 450g";"900456701";"PUERTOSOL";"0,45";"KG";"2,39";"5,31";"0";"0";"0";"2,39";"8017596109040";"HRANA"
"DŽEM ŠUMSKO VOÆE EXTRA 370g";"013661401";"PUERTOSOL";"0,37";"KG";"1,99";"5,38";"0";"0";"0";"1,99";"8017596073983";"HRANA"
"DŽEM ŠUMSKO VOÆE EXTRA 50% 450g";"900456501";"PUERTOSOL";"0,45";"KG";"2,69";"5,98";"0";"0";"0";"2,69";"8017596109026";"HRANA"
"EK. DJEV MASLINOVO ULJE DELICATO 1L";"018174401";"FRANTOIO LA ROCCA";"1";"LT";"8,99";"8,99";"0";"0";"0";"8,99";"8017596133755";"HRANA"
"EK.DJEV.MASLINOVO ULJE FRUTTATO 1l";"016780301";"FRANTOIO LA ROCCA";"1";"LT";"8,99";"8,99";"0";"0";"0";"8,99";"8017596120069";"HRANA"
"EK.DJEV.MASLINOVO ULJE FRUTTATO 1l";"016780301";"FRANTOIO LA ROCCA";"1";"LT";"8,99";"8,99";"0";"0";"0";"8,99";"8008460900894";"HRANA"
"EK.DJEVIÈANSKO MASLINOVO ULJE 750ml";"004472701";"PODERE DEL CONTE";"0,75";"LT";"10,99";"14,65";"0";"0";"0";"10,99";"80724292";"HRANA"
"EK.DJEVIÈANSKO MASLINOVO ULJE 750ml";"004472701";"PODERE DEL CONTE";"0,75";"LT";"10,99";"14,65";"0";"0";"0";"10,99";"80731887";"HRANA"
"EL.APARAT KOMARCI S 10 TABLETA";"010894601";"NOOZE";"1";"PZ";"3,49";"3,49";"0";"0";"0";"3,49";"8017596059765";"PROIZVODI ZA KUÆANSTVO"
"EL.APARAT KOMARCI S TEK.PUNJ.40ml";"010894701";"NOOZE";"1";"PZ";"3,49";"3,49";"0";"0";"0";"3,49";"8017596059772";"PROIZVODI ZA KUÆANSTVO"
"EL.APARAT KOMARCI TABLETE 30kom";"010894801";"NOOZE";"1";"PZ";"1,49";"1,49";"0";"0";"0";"1,49";"8017596059789";"PROIZVODI ZA KUÆANSTVO"
"EL.APARAT KOMARCI TEK.PUNJENJ.35ml";"010894901";"NOOZE";"0,035";"LT";"1,49";"42,57";"0";"0";"0";"1,49";"8017596059796";"PROIZVODI ZA KUÆANSTVO"
"ENERGETSKI NAPITAK 1l";"900288301";"NO BRAND";"1";"LT";"1,69";"1,69";"0";"0";"0";"1,69";"8032749756223";"PIÆE"
"ENERGETSKI NAPITAK 250ml";"009281501";"NO BRAND";"0,25";"LT";"0,69";"2,76";"0";"0";"0";"0,63";"8009980896216";"PIÆE"
"ENERGETSKI NAPITAK 250ml";"009281501";"NO BRAND";"0,25";"LT";"0,69";"2,76";"0";"0";"0";"0,63";"4260110410373";"PIÆE"
"ENERGETSKI NAPITAK 250ml";"009281501";"NO BRAND";"0,25";"LT";"0,69";"2,76";"0";"0";"0";"0,63";"4021285901147";"PIÆE"
"ENERGETSKI NAPITAK 250ml";"009281501";"NO BRAND";"0,25";"LT";"0,69";"2,76";"0";"0";"0";"0,63";"8033903052168";"PIÆE"
"ENERGETSKI NAPITAK BEZ ŠEÆERA 250ml";"015107401";"NO BRAND";"0,25";"LT";"0,59";"2,36";"0";"0";"0";"0,49";"8009980896223";"PIÆE"
"ENERGETSKI NAPITAK BEZ ŠEÆERA 250ml";"015107401";"NO BRAND";"0,25";"LT";"0,59";"2,36";"0";"0";"0";"0,49";"8033903052182";"PIÆE"
"ENERGETSKO PICE 500ml";"018573501";"NO BRAND";"0,5";"LT";"0,99";"1,98";"0";"0";"0";"0,99";"9001372008947";"PIÆE"
"ENERGETSKO PICE MANGO ZERO 500ml";"018574001";"NO BRAND";"0,5";"LT";"0,89";"1,78";"0";"0";"0";"0,89";"9001372008978";"PIÆE"
"ENERGETSKO PICE TROPICAL 500ml";"018574101";"NO BRAND";"0,5";"LT";"0,99";"1,98";"0";"0";"0";"0,99";"9001372008992";"PIÆE"
"ENERGETSKO PIÈE OKUS KOKOS 250ml";"018551401";"NO BRAND";"0,25";"LT";"0,59";"2,36";"0";"0";"0";"0,59";"8009980896728";"PIÆE"
"ENERGETSKO PIÈE OKUS MANGO 500ml";"018551601";"NO BRAND";"0,5";"LT";"0,99";"1,98";"0";"0";"0";"0,99";"8009980896735";"PIÆE"
"ENERGIJSKA PIJACA ZERO 500ml";"018573701";"NO BRAND";"0,5";"LT";"0,89";"1,78";"0";"0";"0";"0,89";"9001372008961";"PIÆE"
"ENERGY BAR OKUS KAKAO 50g";"016280601";"NO BRAND";"0,05";"KG";"0,99";"19,8";"0";"0";"0";"0,99";"8054377171551";"HRANA"
"ENERGY BAR OKUS KAKAO 50g";"016280601";"NO BRAND";"0,05";"KG";"0,99";"19,8";"0";"0";"0";"0,99";"8017596125149";"HRANA"
"EVID. \\\"PRODOTTO CROATO\\\" PER GRIPP";"010907901";"NO BRAND";"1";"KG";"3,94";"3,94";"0";"0";"0";"3,94";"";"HRANA"
"EXPO KREMA ZA SUNÈANJE";"013141101";"NEAR YOUR XXX";"1";"PZ";"60";"60";"0";"0";"0";"60";"";"KOZMETIKA"
"EXTRA ÐŽEM OD SMOKVE 350g";"910203801";"PUTOVANJE KROZ OKUSE";"0,35";"KG";"2,39";"6,83";"0";"0";"0";"2,39";"8017596137364";"HRANA"
"FEFERONI BLAGI 600g/280g";"900419401";"SUNNY NATURE";"0,6";"KG";"2,19";"3,65";"0";"0";"0";"2,19";"8017596111616";"HRANA"
"FEFERONI BLAGI 600g/280g";"900419401";"SUNNY NATURE";"0,6";"KG";"2,19";"3,65";"0";"0";"0";"2,19";"5310246001248";"HRANA"
"FEFERONI LJUTI 620g/320g";"900419501";"SUNNY NATURE";"0,62";"KG";"2,19";"3,53";"0";"0";"0";"2,19";"8017596111609";"HRANA"
"FEFERONI LJUTI 620g/320g";"900419501";"SUNNY NATURE";"0,62";"KG";"2,19";"3,53";"0";"0";"0";"2,19";"5310246001231";"HRANA"
"FEFERONI PEÈENI NA ŽARU 520g/280g";"900420701";"SUNNY NATURE";"0,52";"KG";"2,19";"4,21";"0";"0";"0";"2,19";"8017596111579";"HRANA"
"FEFERONI PEÈENI NA ŽARU 520g/280g";"900420701";"SUNNY NATURE";"0,52";"KG";"2,19";"4,21";"0";"0";"0";"2,19";"5310246001255";"HRANA"
"FERRERO TORTA 800g";"910197201";"NO BRAND";"0,8";"KG";"15,9";"19,88";"0";"0";"0";"15,9";"3858894681921";"HRANA"
"FIGURICA SV.NIKOLA 120g";"900634701";"NO BRAND";"0,12";"KG";"1,49";"12,42";"0";"0";"0";"1,49";"3830041972847";"HRANA"
"FIL.ORADE I BRANCINA MAR.LIMUN.130g";"910084501";"NO BRAND";"0,13";"KG";"6,49";"49,92";"5,49";"42,23";"6,49";"5,39";"3858891990996";"HRANA"
"FILE PIL. BATKA I ZABATKA MAP 500g";"910200801";"NO BRAND";"0,5";"KG";"3,39";"6,78";"0";"0";"0";"3,59";"5995664004219";"HRANA"
"FILE PIL.BAT.I ZAB.";"070096001";"NO BRAND";"1";"KG";"7,39";"7,39";"0";"0";"0";"7,29";"";"HRANA"
"FILE PILEÆEG ZABATKA";"070031801";"NO BRAND";"1";"KG";"7,19";"7,19";"0";"0";"0";"7,09";"";"HRANA"
"FILE PILEÆEG ZABATKA BKK GASTRO";"015614301";"NO BRAND";"1";"KG";"5,49";"5,49";"0";"0";"0";"5,49";"";"HRANA"
"FILET ALJAŠKE KOLJE 1kg";"900480801";"NO BRAND";"1";"KG";"7,29";"7,29";"0";"0";"0";"7,29";"3858891044262";"HRANA"
"FILET ALJAŠKE KOLJE 4 PORCIJE 400g";"016100001";"ATHENA";"0,4";"KG";"3,49";"8,73";"0";"0";"0";"3,49";"8017596040398";"HRANA"
"FILET ATLANTSKOG LOSOSA 250g";"910160901";"NO BRAND";"0,25";"KG";"5,89";"23,56";"0";"0";"0";"5,89";"3859893776137";"HRANA"
"FILET BIJELOG BAKALARA 400g";"910169801";"NO BRAND";"0,4";"KG";"8,99";"22,48";"0";"0";"0";"8,99";"3859893777660";"HRANA"
"FILET CRNOG BAKALARA 400g";"910169901";"NO BRAND";"0,4";"KG";"6,79";"16,98";"0";"0";"0";"5,69";"3859893969935";"HRANA"
"FILET KOMADIÆI SOJA 175g";"016571301";"AMO ESSERE VEG";"0,175";"KG";"2,59";"14,8";"0";"0";"0";"2,49";"8017596105790";"HRANA"
"FILET KOMADIÆI SOJA 175g";"016571301";"AMO ESSERE VEG";"0,175";"KG";"2,59";"14,8";"0";"0";"0";"2,49";"8017596126047";"HRANA"
"FILET ŽUTOPERAJNE TUNE 200g";"910169701";"NO BRAND";"0,2";"KG";"6,29";"31,45";"0";"0";"0";"6,29";"3859893662591";"HRANA"
"FILET ŽUTOPERAJNE TUNE 250g";"014900201";"NO BRAND";"0,25";"KG";"5,29";"21,16";"0";"0";"0";"5,29";"8425663001683";"HRANA"
"FILET ŽUTOPERAJNE TUNE 250g";"014900201";"NO BRAND";"0,25";"KG";"5,29";"21,16";"0";"0";"0";"5,29";"8436607570868";"HRANA"
"FILET ŽUTOPERAJNE TUNE 250g";"014900201";"NO BRAND";"0,25";"KG";"5,29";"21,16";"0";"0";"0";"5,29";"8017596040602";"HRANA"
"FILETI ATLANSKOG LOSOSA 500g";"910194401";"NO BRAND";"0,5";"KG";"10,99";"21,98";"0";"0";"0";"10,99";"5906259713812";"HRANA"
"FILETI BAKALARA 450g";"900496601";"NO BRAND";"0,45";"KG";"7,49";"16,64";"0";"0";"0";"6,99";"3858891044279";"HRANA"
"FILETI DIVLJI LOSOS 250g";"012810601";"ONDINA";"0,25";"KG";"4,85";"19,4";"0";"0";"0";"5,29";"8017596040275";"HRANA"
"FILETI HARINGE U BILJNOM ULJU 170g";"900468601";"NO BRAND";"0,17";"KG";"1,39";"8,18";"0";"0";"0";"1,39";"5901576054723";"HRANA"
"FILETI HARINGE UMAK OD RAJÈICA 170g";"900468701";"NO BRAND";"0,17";"KG";"1,39";"8,18";"0";"0";"0";"1,39";"5901576054716";"HRANA"
"FILETI INÆUNA 150g";"910084901";"NO BRAND";"0,15";"KG";"5,49";"36,6";"0";"0";"0";"5,49";"3858891991047";"HRANA"
"FILETI INÆUNA MARIN.TIMIJANOM 150g";"910084701";"NO BRAND";"0,15";"KG";"3,99";"26,6";"0";"0";"0";"3,89";"3858891990989";"HRANA"
"FILETI INÆUNA MARINIR.LIMUNOM 150g";"910084801";"NO BRAND";"0,15";"KG";"3,99";"26,6";"0";"0";"0";"3,89";"3858891990972";"HRANA"
"FILETI INÆUNA MARINIRANI 150g";"910084601";"NO BRAND";"0,15";"KG";"3,89";"25,93";"0";"0";"0";"3,89";"3858891990965";"HRANA"
"FILETI INÆUNA U BILJNOM ULJU 160g";"013887301";"ONDINA";"0,16";"KG";"3,49";"21,81";"0";"0";"0";"3,49";"24100021";"HRANA"
"FILETI INÆUNA U MASLINOVOM ULJU 80g";"015526601";"ONDINA";"0,08";"KG";"2,49";"31,13";"0";"0";"0";"2,39";"24100038";"HRANA"
"FILETI INÆUNA U ULJU 720g";"011288601";"NO BRAND";"0,72";"KG";"11,99";"16,65";"0";"0";"0";"11,99";"8017596115843";"HRANA"
"FILETI INÆUNA U ULJU 720g";"011288601";"NO BRAND";"0,72";"KG";"11,99";"16,65";"0";"0";"0";"11,99";"8000828000772";"HRANA"
"FILETI INÆUNA U ULJU 720g";"011288601";"NO BRAND";"0,72";"KG";"11,99";"16,65";"0";"0";"0";"11,99";"8007820087770";"HRANA"
"FILETI INÆUNA U ULJU 720g";"011288601";"NO BRAND";"0,72";"KG";"11,99";"16,65";"0";"0";"0";"11,99";"8001247000695";"HRANA"
"FILETI JUŽNOAFRIÈKOG OSLIÆA 600g";"009978701";"ONDINA";"0,6";"KG";"5,99";"9,98";"0";"0";"0";"5,99";"8017596040114";"HRANA"
"FILETI LOKARDE U MASLINO ULJU 250g";"009024701";"ONDINA";"0,25";"KG";"4,49";"17,96";"0";"0";"0";"4,29";"8017596014689";"HRANA"
"FILETI LOKARDE U MASLINO ULJU 250g";"009024701";"ONDINA";"0,25";"KG";"4,49";"17,96";"0";"0";"0";"4,29";"80810537";"HRANA"
"FILETI LOSOSA NATURALE 150g";"018044901";"ONDINA";"0,1";"KG";"3,98";"39,8";"0";"0";"0";"3,98";"8017596067630";"HRANA"
"FILETI LOSOSA U MASLINOVOM UL.150g";"017917601";"ONDINA";"0,15";"KG";"3,98";"26,53";"0";"0";"0";"3,98";"8017596062901";"HRANA"
"FILETI MORSKI PAS MODRULJ 450g";"013225401";"NO BRAND";"0,45";"KG";"3,29";"7,31";"0";"0";"0";"3,29";"8420567011479";"HRANA"
"FILETI OSLIÆA 1kg";"003272201";"ATHENA";"1";"KG";"9,89";"9,89";"0";"0";"0";"9,95";"8017596001092";"HRANA"
"FILETI OSLIÆA 1kg";"003272201";"ATHENA";"1";"KG";"9,89";"9,89";"0";"0";"0";"9,95";"4000933002566";"HRANA"
"FILETI OSLIÆA 1kg";"003272201";"ATHENA";"1";"KG";"9,89";"9,89";"0";"0";"0";"9,95";"5905009022303";"HRANA"
"FILETI OSLIÆA 1kg";"003272201";"ATHENA";"1";"KG";"9,89";"9,89";"0";"0";"0";"9,95";"8007466063121";"HRANA"
"FILETI OSLIÆA 1kg";"003272201";"ATHENA";"1";"KG";"9,89";"9,89";"0";"0";"0";"9,95";"8033389262006";"HRANA"
"FILETI OSLIÆA 500g";"900480901";"NO BRAND";"0,5";"KG";"4,99";"9,98";"0";"0";"0";"4,8";"3858891044255";"HRANA"
"FILETI SKUŠE S POVRÆEM 105g";"900477001";"NO BRAND";"0,105";"KG";"1,49";"14,19";"0";"0";"0";"1,39";"3830003601662";"HRANA"
"FILETI SKUŠE ŽAR 120g";"014573901";"ONDINA";"0,104";"KG";"2,19";"21,06";"0";"0";"0";"1,99";"8017596079831";"HRANA"
"FILETI SKUŠE ŽAR EKS.DJ.MA.U. 120g";"014573501";"ONDINA";"0,12";"KG";"2,19";"18,25";"0";"0";"0";"1,99";"8017596079848";"HRANA"
"FILETI TUNE U MASLINOVOM ULJU 260g";"008434501";"ONDINA";"0,26";"KG";"4,79";"18,42";"0";"0";"0";"4,79";"80767244";"HRANA"
"FIT KRUH REZANI PAKIRANI 420g";"910205801";"NO BRAND";"0,42";"KG";"1,49";"3,55";"0";"0";"0";"1,99";"3856028410744";"HRANA"
"FLASTER CLASSIC VIŠE VRSTA 50kom";"016164601";"LA NUOVA PHARMACIA";"1";"PZ";"0,89";"0,89";"0";"0";"0";"0,89";"8017596058782";"KOZMETIKA"
"FLASTER TRAKA 50x60cm";"016194501";"LA NUOVA PHARMACIA";"1";"PZ";"0,59";"0,59";"0";"0";"0";"0,53";"8017596056627";"KOZMETIKA"
"FLASTER TRAKA 50x60cm";"016195301";"LA NUOVA PHARMACIA";"1";"PZ";"0,69";"0,69";"0";"0";"0";"0,66";"8017596056634";"KOZMETIKA"
"FLASTER U ROLI 5mx2,5cm";"016194301";"LA NUOVA PHARMACIA";"1";"PZ";"0,79";"0,79";"0";"0";"0";"0,79";"8017596056658";"KOZMETIKA"
"FLASTER ZA KURJE OÈI 6kom";"016194701";"LA NUOVA PHARMACIA";"1";"PZ";"0,59";"0,59";"0";"0";"0";"0,59";"8017596056771";"KOZMETIKA"
"FLASTER ZA NOS LAKŠE DISANJE 7kom";"016196601";"LA NUOVA PHARMACIA";"1";"PZ";"1,19";"1,19";"0";"0";"0";"0,99";"8017596056603";"KOZMETIKA"
"FLASTER ŽULJEVI 9kom";"016194601";"LA NUOVA PHARMACIA";"1";"PZ";"0,59";"0,59";"0";"0";"0";"0,59";"8017596056788";"KOZMETIKA"
"FLASTERI BIJELI VIŠE VELIÈINA 30kom";"016195201";"LA NUOVA PHARMACIA";"1";"PZ";"0,79";"0,79";"0";"0";"0";"0,69";"8017596056535";"KOZMETIKA"
"FLASTERI BIJELI ZAŠTITA 4kom";"016194001";"LA NUOVA PHARMACIA";"1";"PZ";"0,79";"0,79";"0";"0";"0";"0,79";"8017596056580";"KOZMETIKA"
"FLASTERI CLAS. RAZL. VELIÈINE 30kom";"016193901";"LA NUOVA PHARMACIA";"1";"PZ";"0,8";"0,8";"0";"0";"0";"0,8";"8017596056528";"KOZMETIKA"
"FLASTERI CLASSIC M 20 kom";"016193101";"LA NUOVA PHARMACIA";"1";"PZ";"0,89";"0,89";"0";"0";"0";"0,79";"8017596056559";"KOZMETIKA"
"FLASTERI PREMIUM M 20kom";"016195101";"LA NUOVA PHARMACIA";"1";"PZ";"0,99";"0,99";"0";"0";"0";"0,69";"8017596056566";"KOZMETIKA"
"FLASTERI PROZ.RAZL. VELIÈIN 30kom";"016194201";"LA NUOVA PHARMACIA";"1";"PZ";"0,8";"0,8";"0";"0";"0";"0,8";"8017596056542";"KOZMETIKA"
"FLASTERI VODOOTPORNI RAZL.VEL.20kom";"016194401";"LA NUOVA PHARMACIA";"1";"PZ";"0,99";"0,99";"0";"0";"0";"0,79";"8017596056597";"KOZMETIKA"
"FLASTERI VODOOTPORNI XL 5kom";"016195601";"LA NUOVA PHARMACIA";"1";"PZ";"1,19";"1,19";"0";"0";"0";"1,19";"8017596104816";"KOZMETIKA"
"FLASTERI ZA ŽULJEVE 5kom";"016194901";"LA NUOVA PHARMACIA";"1";"PZ";"1,19";"1,19";"0";"0";"0";"1,19";"8017596056764";"KOZMETIKA"
"FLEKSIBILNE RUKAVICE SREDNJE";"016164001";"SISTEMA CASA";"1";"PZ";"0,65";"0,65";"0";"0";"0";"0,65";"8017596051677";"PROIZVODI ZA KUÆANSTVO"
"FLEKSIBILNE RUKAVICE SREDNJE";"016164001";"SISTEMA CASA";"1";"PZ";"0,65";"0,65";"0";"0";"0";"0,65";"8017596009852";"PROIZVODI ZA KUÆANSTVO"
"FLEKSIBILNE RUKAVICE VELIKE";"016164201";"SISTEMA CASA";"1";"PZ";"0,65";"0,65";"0";"0";"0";"0,65";"8017596051684";"PROIZVODI ZA KUÆANSTVO"
"FLEKSIBILNE RUKAVICE VELIKE";"016164201";"SISTEMA CASA";"1";"PZ";"0,65";"0,65";"0";"0";"0";"0,65";"8017596009869";"PROIZVODI ZA KUÆANSTVO"
"FLIPS HRSKAVI SA SIROM 125g";"006680301";"MAMBO KIDS";"0,125";"KG";"0,89";"7,12";"0";"0";"0";"0,89";"8002183011271";"HRANA"
"FLIPS HRSKAVI SA SIROM 125g";"006680301";"MAMBO KIDS";"0,125";"KG";"0,89";"7,12";"0";"0";"0";"0,89";"8002026000585";"HRANA"
