NAZIV,SIFRA,MARKA,NETO_KOLICINA,JED_MJERE,MPC,CIJENA_PO_MJERI,POSEBNA_PRODAJA,NAJNIZA_30_DANA,SIDRENA_02_05,BARKOD,KATEGORIJA
"24X70G MUFFIN ČOKOLADA",270692,"LA LORRAINE","1680 G","KG",18.99,11.3,,18.99,18.99,5410683075205,"hrana"
"40X40G AMERIČKE PALAČINKE",270693,"PANESCO","1600 G","KG",14.24,8.9,,14.24,14.24,5412632518719,"hrana"
"86G NUTELLA MUFFIN",270943,"NUTELLA","86 G","KG",1.51,17.56,,1.51,1.51,8000500366899,"hrana"
"86G NUTELLA MUFFIN",270944,"NUTELLA","4128 G","KG",72.38,17.53,,72.38,72.38,8000500366905,"hrana"
"85G NUTELLA CROISSANT",270945,"NUTELLA","85 G","KG",1.18,13.88,,1.18,1.18,8000500424414,"hrana"
"85G NUTELLA CROISSANT",270946,"NUTELLA","4080 G","KG",56.13,13.76,,56.13,56.13,8000500424421,"hrana"
"130GX18 POLI HRENOVKA TIJESTO",270990,"POLI","2340 G","KG",21.24,9.08,,21.24,21.24,3838977054828,"hrana"
"1430G PALAČINKE PISTACIJA 20/1",271634,"PEKARNA PEČJAK","1430 G","KG",13.24,9.26,,13.24,,3830053008770,"hrana"
"130GX10 POLI HRENOVKA TIJESTO",271811,"POLI","1300 G","KG",11.86,9.12,,11.86,,3838977054897,"hrana"
"500G LEDO LISNATO TIJESTO",13079,"LEDO","500 G","KG",2.11,4.22,,2.11,2.11,3850116558981,"hrana"
"500G ARO LISNATO TIJESTO",262600,"ARO","500 G","KG",1.33,2.66,,1.33,1.33,3856024707848,"hrana"
"4X80G BRIOCHE HOTDOG PECIVO",235987,"","320 G","KG",2.09,6.53,,2.09,2.09,3859891373604,"hrana"
"10X40G BAO BUN",241077,"","400 G","KG",5.24,13.1,,5.24,5.24,3859891373482,"hrana"
"150X35G PECIVO KAJZERICA MIX",251788,"LA LORRAINE","5250 G","KG",26.24,5,,26.24,26.24,8590325943455,"hrana"
"10X60G BAO BUN",261497,"","600 G","KG",5.61,9.35,,5.61,5.61,3859891373321,"hrana"
"700G FOCACCIA MASLINOVO ULJE",261508,"","700 G","KG",2.81,4.01,,2.81,2.81,3859894122025,"hrana"
"8X60G ENGLISH MUFFIN",261511,"","480 G","KG",4.19,8.73,,4.19,4.19,3859894122087,"hrana"
"10X45G PA BAO BUN",262097,"PA","450 G","KG",5.49,12.2,,5.24,5.24,9556417644128,"hrana"
"6X140G BRIOCHE BURGER PECIVO",262357,"","840 G","KG",3.35,3.99,,3.35,3.35,3857500022332,"hrana"
"20X45G MINI BRIOCHE BURGER",262359,"","900 G","KG",6.71,7.46,,6.71,6.5,3857500022387,"hrana"
"6X120G BRIOCHE BURGER PECIVO",262358,"","720 G","KG",3.24,4.5,,3.24,3.24,3857500022356,"hrana"
"12X100G BRIOCHE BAGEL PECIVO",262360,"","1200 G","KG",7.97,6.64,,7.97,7.97,3857500022318,"hrana"
"4X100G HOT DOG PECIVO",264259,"","400 G","KG",1.94,4.85,,1.94,1.94,3859894158062,"hrana"
"4X140G SANDWICH PECIVO",264260,"","560 G","KG",2.3,4.11,,2.3,2.3,3859894158079,"hrana"
"700G FOCACCIA MEDITERAN",266281,"","700 G","KG",3.49,4.99,,3.49,3.49,3859894122049,"hrana"
"110GX25 BRIOCHE BURGER",266805,"","2750 G","KG",14.69,5.34,,14.69,14.69,3859891373963,"hrana"
"110GX25 VEGAN BRIOCHE BURGER",266806,"","2750 G","KG",14.69,5.34,,14.69,14.69,3859891373253,"hrana"
"40X60G HOT DOG PECIVO S RUPOM",267867,"LA LORRAINE","2400 G","KG",11.99,5,,11.99,11.99,5907489681896,"hrana"
"8X82G BRIOCHE BURGER PECIVO",269669,"","656 G","KG",3.35,5.11,,3.35,3.35,3859894158185,"hrana"
"350G SOURDOUGH FOCACCINA",272267,"","350 G","KG",1.81,5.17,,1.81,,3859894122216,"hrana"
"1000G SOURDOUGH REZANI KRUH",272268,"","1000 G","KG",3.45,3.45,,3.45,,3859894428110,"hrana"
"1300G SOURDOUGH TOAST REZANI",272269,"","1300 G","KG",3.87,2.98,,3.87,,3859894428059,"hrana"
"10X100G HOT DOG PECIVO",228860,"AMERICAN DONUT","1000 G","KG",3.56,3.56,,3.45,3.56,3859892963699,"hrana"
"45X20G MINI PECIVO HAMBY",235722,"AMERICAN DONUT","900 G","KG",4.73,5.26,,4.73,4.5,3859892963866,"hrana"
"60X150G BANJALUČKA LEPINJA",236400,"BANJALUČKA LEPINJA","9000 G","KG",26.45,2.94,,26.45,26.45,745114159021,"hrana"
"50X200G BANJALUČKA LEPINJA",236401,"BANJALUČKA LEPINJA","10000 G","KG",25.19,2.52,,25.19,25.19,745114159038,"hrana"
"6X200G BANJALUČKA LEPINJA",243731,"BANJALUČKA LEPINJA","1200 G","KG",3.45,2.88,,3.45,3.45,745114159045,"hrana"
"10X80G BANJALUČKA LEPINJA",253777,"BANJALUČKA LEPINJA","800 G","KG",3.87,4.84,,3.87,3.87,764460209785,"hrana"
"75X140G MC LEPINJA",266760,"METRO CHEF","10500 G","KG",29.07,2.77,,29.07,29.07,3856024709620,"hrana"
"45X200G MC LEPINJA",266761,"METRO CHEF","9000 G","KG",21.51,2.39,,21.51,21.51,3856024709637,"hrana"
"180GX5 SAMČOVIĆ SOMUN",270673,"","900 G","KG",2.72,3.02,,2.72,2.72,3859894169198,"hrana"
"10X250G PINSA BAZA KRUG 32CM",265975,"DI MARCO","2500 G","KG",23.74,9.5,,23.74,23.74,8058640070985,"hrana"
"230G PINSA KLASIK BAZA",265976,"DI MARCO","230 G","KG",2.49,10.83,,2.49,2.36,8058640074600,"hrana"
"10X230G PINSA KLASIK BAZA",270935,"DI MARCO","2300 G","KG",22.36,9.72,,22.36,22.36,8058640071425,"hrana"
"16X250G FRANKO'S PIZZA BAZA",271841,"FRANKO'S","4000 G","KG",41.74,10.44,,41.74,,8057457584258,"hrana"
"3KG CEKIN PAN PIL ODR SMR 25/1",166288,"CEKIN","3000 G","KG",29.99,10,,29.99,29.99,3850159140709,"hrana"
"3KG CEKIN PANIR.PIL.MEDALJ. SM",166290,"CEKIN","3000 G","KG",28.74,9.58,,28.74,28.74,3850159140716,"hrana"
"3KG CEKIN PANIRANI PIL.FRITESI",239761,"CEKIN","3000 G","KG",34.99,11.66,,34.99,34.99,3850159141706,"hrana"
"200GX15 BEČKI ODREZAK",246732,"STRITZINGER","3000 G","KG",32.49,10.83,,32.49,32.49,9002242921403,"hrana"
"10KG PILEĆI FILE PANKO",261709,"","10000 G","KG",112.49,11.25,,112.49,112.49,3859893591365,"hrana"
"1KG PILEĆI NUGGETSI",262555,"","1000 G","KG",7.49,7.49,,7.49,7.49,5996638000152,"hrana"
"3KG PILEĆI CORDON BLUE 160G",262816,"","3000 G","KG",34.86,11.62,,31.74,31.74,5941645303109,"hrana"
"3KG PANIRANI PILEĆI FILE 25/1",262817,"","3000 G","KG",30.24,10.08,,27.49,27.49,5941645331300,"hrana"
"1KG PAN. PILEĆI FINGERSI GF",264030,"PP","1000 G","KG",11.24,11.24,,11.24,11.24,3838977034189,"hrana"
"1KG PANIRANI PILEĆI ODREZAK",264029,"PP","1000 G","KG",8.11,8.11,,8.11,8.11,3838977015478,"hrana"
"900G PANIRANI PILEĆI MEDALJONI",264031,"PP","900 G","KG",7.11,7.9,,7.11,7.11,3838977020748,"hrana"
"2KG PAN ZGB ODREZAK 10/1",264676,"","2000 G","KG",21.5,10.75,,21.5,21.5,3859893591426,"hrana"
"2KG PILEĆI FILE PANKO 10/1",264677,"","2000 G","KG",22.48,11.24,,22.48,22.48,3859893591433,"hrana"
"1KG PANIRANI PILEĆI STRIPSI",271515,"","1000 G","KG",8.11,8.11,,8.11,8.11,4823116818095,"hrana"
"1KG MC CAMEMBERT BITES",230045,"METRO CHEF","1000 G","KG",10.61,10.61,,10.61,10.61,4337182247173,"hrana"
"2,5KG MAREX-GEL NJOKI OD KRUMP",77215,"MAREX-GEL","2500 G","KG",11.24,4.5,,11.24,10.99,3859888280113,"hrana"
"2,5KG LEDO VALJUŠCI",123786,"LEDO","2500 G","KG",14.36,5.74,,14.36,14.36,3850116064673,"hrana"
"2500G LEDO NJOKI",139708,"LEDO","2500 G","KG",8.49,3.4,,8.49,8.49,3850116816593,"hrana"
"500G KLARA M RAVIOLI SMRZNUTI SA SIROM",152084,"KLARA MARIC","500 G","KG",4.99,9.98,,4.99,4.99,3859888499348,"hrana"
"500G KLARA M RAVIOLI SMRZNUTI SKU/ŠPIN",152083,"KLARA MARIC","500 G","KG",4.99,9.98,,4.99,4.99,3859888499911,"hrana"
"2,5KG MC KRUMPIROVI NJOKI",184794,"METRO CHEF","2500 G","KG",8.11,3.24,,8.11,8.11,3858889624827,"hrana"
"1KG KLARA M ISTARSKI FUŽI",236088,"KLARA MARIC","1000 G","KG",7.36,7.36,,7.36,7.24,3859893308390,"hrana"
"1KG KLARA M ISTARSKI PLJUKANCI",236089,"KLARA MARIC","1000 G","KG",5.99,5.99,,5.99,5.99,3859893308321,"hrana"
"1KG KLARA M ŠURLICE",236091,"KLARA MARIC","1000 G","KG",5.99,5.99,,5.99,5.74,3859893308291,"hrana"
"1KG OKRUGLICE SA SLJIVAMA",252145,"BO VITA","1000 G","KG",4.45,4.45,,4.45,4.45,5999553892345,"hrana"
"1KG MC CHIL&CHEES NUGG 46-54/1",230042,"METRO CHEF","1000 G","KG",9.36,9.36,,9.36,9.36,4337182049432,"hrana"
"1KG MC JALAPENOS SA KREM SIROM",230043,"METRO CHEF","1000 G","KG",11.24,11.24,,11.24,10.94,4337182049449,"hrana"
"1KG MC MOZZARELLA ŠTAP 47-52/1",230044,"METRO CHEF","1000 G","KG",10.24,10.24,,10.24,9.99,4337182247159,"hrana"
"1KG MC PAN KOLUTI LUKA 57-63/1",230046,"METRO CHEF","1000 G","KG",4.49,4.49,,4.49,4.49,4337182246992,"hrana"
"1KG MC PILEĆE SPRING ROL 50/1",241315,"METRO CHEF","1000 G","KG",11.11,11.11,,11.11,11.11,4337182150343,"hrana"
"1KG MC TORPEDO SHRIMP 37-43/1",241314,"METRO CHEF","1000 G","KG",20.99,20.99,,20.99,20.99,4337182146964,"hrana"
"1KG MC BUTTERF SHRIMP 47-53/1",241316,"METRO CHEF","1000 G","KG",20.36,20.36,,20.36,20.36,4337182146865,"hrana"
"1KG MC SPRING ROL POVRĆE 50/1",241318,"METRO CHEF","1000 G","KG",6.99,6.99,,6.99,6.99,4337182247852,"hrana"
"550G TIJESTO PROLJ ROLADE 40/1",251860,"SPRING HOME","550 G","KG",4.86,8.84,,4.86,4.86,8888003215407,"hrana"
"300G TIJESTO ZA GYOZU 40/1",254103,"HAPPY BELLY","300 G","KG",3.49,11.63,,3.49,3.49,8888003071218,"hrana"
"1KG FALAFEL ARDO",258725,"ARDO","1000 G","KG",8.11,8.11,,8.11,7.99,5411361090985,"hrana"
"600G GYOZA SVINJETINA I POVRĆE",259648,"BIBIGO","600 G","KG",8.49,14.15,,8.49,8.36,4016337912424,"hrana"
"600G GYOZA PILETINA I POVRĆE",259651,"BIBIGO","600 G","KG",8.49,14.15,,8.49,8.36,4016337912417,"hrana"
"900G MINI SPRING ROLICE 60/1",259653,"DIAMOND","900 G","KG",5.99,6.66,,5.99,5.99,4316734017259,"hrana"
"525G GYOZA KIM CHI I SVINJETINA",259652,"BIBIGO","525 G","KG",8.49,16.17,,8.49,8.49,4016337911199,"hrana"
"1200G SAMOSA CURRY TROKUT 96/1",259657,"DIAMOND","1200 G","KG",8.99,7.49,,8.99,8.74,4316734019307,"hrana"
"540G GYOZA POVRĆE 40/1",259659,"ALLGROO","540 G","KG",7.49,13.87,,7.49,7.24,8805957020987,"hrana"
"426G TANDOORI NAAN 5/1",260773,"ASHOKA","426 G","KG",4.24,9.95,,4.24,3.99,8901552022255,"hrana"
"1KG MC VEGAN NUGGETS 20G",265785,"METRO CHEF","1000 G","KG",8.74,8.74,,8.74,8.49,4337182292579,"hrana"
"1KG FALAFEL",267850,"SANA","1000 G","KG",14.36,14.36,,14.36,14.36,3858892322703,"hrana"
"1KG MCCAIN PANIR JASTUCI SIRA",269377,"MCCAIN","1000 G","KG",9.74,9.74,,9.74,9.74,8710438127843,"hrana"
"1KG MCCAIN PANIR KOLUTI LUKA",269376,"MCCAIN","1000 G","KG",5.11,5.11,,5.11,5.11,3256830001107,"hrana"
"1KG MC FALAFEL",271242,"METRO CHEF","1000 G","KG",9.99,9.99,,9.99,9.99,4337182255079,"hrana"
"1KG MC KOLUTI LUKA PIVSKO TIJE",272553,"METRO CHEF","1000 G","KG",7.49,7.49,,7.49,,4337182256649,"hrana"
"1KG ZAČIN ZA LESKOVAČKI ĆEVAP",150998,"CDV","1000 G","KG",7.44,7.44,,7.44,7.44,4014066860351,"hrana"
"ZAČIN ZA ROŠTILJ KOBASICU",151000,"CDV","1000 G","KG",9.38,9.38,,9.38,9.38,4014066860948,"hrana"
"1KG ZAČIN ZA AD METRO ČEVAPČIĆ",210745,"CDV","1000 G","KG",9.99,9.99,,9.99,9.99,4014066860825,"hrana"
"1KG ZAČIN ZA GRILL KOBASICU",221817,"ZAČIN","1000 G","KG",8.25,8.25,,8.25,8.25,4014066860894,"hrana"
"1KG ZAČIN ZA BANJALUČKI ĆEVAP",221821,"ZAČIN","1000 G","KG",13.28,13.28,,13.28,12.1,4014066860900,"hrana"
"CCA4KG MM PREŠAN.DIM.HAMBURGER",180120,"MEDVEN","1000 G","KG",10.75,10.75,,10.75,10.75,3859893378089,"hrana"
"CCA 6KG ARO HAMBURGER TABLA",180795,"ARO","1000 G","KG",6.99,6.99,,6.99,6.99,3858881611252,"hrana"
"CCA 3KG  ARO HAMBURGER 1/2 VP",183641,"ARO","1000 G","KG",6.99,6.99,,6.99,6.99,3858890180084,"hrana"
"CCA0,5KG ARO HAMBURGER VP",183648,"ARO","1000 G","KG",6.99,6.99,,6.99,6.99,3858890180077,"hrana"
"CCA2KG MM PREŠAN.DIM.HAMBURGER",187469,"MEDVEN","1000 G","KG",10.86,10.86,,10.86,10.86,3859893544774,"hrana"
"500G MC DIMLJENI HAMBURGER MA",202128,"METRO CHEF","500 G","KG",7.65,15.3,,7.65,7.65,3858889627835,"hrana"
"500G MC DIMLJENI HAMBURGER MA",266620,"METRO CHEF","5000 G","KG",76.5,15.3,,76.5,76.5,3856024709675,"hrana"
"CCA1KG ARO HAMBURGER NAREZAK",205204,"ARO","1000 G","KG",11.96,11.96,,11.96,11.96,3858890183641,"hrana"
"CCA2KG MC PREŠANI HAMBURGER1/2",264695,"METRO CHEF","1000 G","KG",10.11,10.11,,10.11,10.11,3858890183450,"hrana"
"CCA5,2KG MC PREŠ.HAMBURGER TABLA",264696,"METRO CHEF","1000 G","KG",9.98,9.98,,9.98,9.98,3858890183443,"hrana"
"CCA1KG ANDRO DIM.HAMBURG BK NA",269120,"ANDRO","1000 G","KG",10.25,10.25,,10.25,9.99,93858892822879,"hrana"
"CCA4KG BELJE DOM.DIM.SLAN.1/1",81651,"BELJE","1000 G","KG",22.49,22.49,,22.49,22.49,3850257051648,"hrana"
"CCA2,6KG PIK PANCETA CIJELA VP",124030,"PIK","1000 G","KG",20.08,20.08,,20.08,20.08,3850139030259,"hrana"
"CCA400G BELJE DOM. DIM.SLANINA",137490,"BELJE","1000 G","KG",27.98,27.98,,27.98,25.44,3850257051952,"hrana"
"CCA1KG BELJE DOM.DIM.SLAN.1/2",137491,"BELJE","1000 G","KG",22.49,22.49,,22.49,22.49,3850257051969,"hrana"
"CCA4KG PIVAC DALM.PANCETA 1/1",143251,"PIVAC","1000 G","KG",14.23,14.23,,14.23,14.23,3858890181180,"hrana"
"CCA2KG PIVAC DALM.PANCETA 1/2",143252,"PIVAC","1000 G","KG",14.58,14.58,,14.58,14.58,3858881618008,"hrana"
"CCA1,3KG PIVAC-DOMAĆA SUHA SLANINA VP",143254,"PIVAC","1000 G","KG",12.71,12.71,,12.71,12.71,3858884995595,"hrana"
"CCA4,5KG MC DALM.PANCETA 1/1VP",147658,"METRO CHEF","1000 G","KG",11.9,11.9,,11.9,11.9,3858890181395,"hrana"
"CCA2,2KG MC DALM.PANCETA1/2 VP",147659,"METRO CHEF","1000 G","KG",11.9,11.9,,11.9,11.9,3858890181401,"hrana"
"CCA0 3KG MM DALMA.SUHA PANCETA",166885,"MEDVEN","1000 G","KG",11.9,11.9,,11.9,11.9,3859893170867,"hrana"
"CCA0,25KG PANCETA REZANA VP",177661,"DRNIŠKA PRŠUTANA","1000 G","KG",28.74,28.74,,28.74,28.74,3859892733124,"hrana"
"CCA1 2KG ISTAR.PANCETA 1/2 VP",186776,"PISINIUM","1000 G","KG",20.08,20.08,,20.08,20.08,93858894292847,"hrana"
"200GR SILMA ČVARCI",187381,"SILMA","200 G","KG",4.03,20.15,,4.03,4.03,3859892782009,"hrana"
"CCA1KG SILMA ČVARCI",187384,"SILMA","1000 G","KG",21.15,21.15,,21.15,21.15,3859892782092,"hrana"
"90G SILMA ČVARCI PREMIUM",200675,"SILMA","90 G","KG",3.83,42.56,,3.83,3.79,3859892782139,"hrana"
"500G MC SUHA SLANINA MAP",202124,"METRO CHEF","500 G","KG",9.23,18.46,,9.23,9.23,3858891664620,"hrana"
"500G MC SUHA SLANINA MAP",260061,"METRO CHEF","5000 G","KG",92.25,18.45,,92.25,92.25,3858889627927,"hrana"
"500G MC PANCETA NAREZAK MAP",202134,"METRO CHEF","500 G","KG",13.06,26.12,,13.06,11.88,3858891664583,"hrana"
"500G MC PANCETA NAREZAK MAP",260063,"METRO CHEF","5000 G","KG",130.63,26.13,,130.63,126.13,3858889627859,"hrana"
"1KG MC ČVARCI STISNUTI",203442,"METRO CHEF","1000 G","KG",18.34,18.34,,18.34,18.34,3858889628344,"hrana"
"1KG MC ČVARCI STISNUTI",266447,"METRO CHEF","4000 G","KG",73.35,18.34,,73.35,73.35,3856024709521,"hrana"
"CCA1 5KG DOBRO-SLANINA 1/2",222694,"DOBRO","1000 G","KG",16.24,16.24,,16.24,16.24,3850133802166,"hrana"
"CCA1 9KG CM DIMLJENA SLANINA 1",225034,"Z'DEŽELE","1000 G","KG",12.75,12.75,,12.75,12.75,2805800000001,"hrana"
"CCA2,5KG DIMLJENA DOMAĆA KOB.",228391,"MEDVEN","1000 G","KG",9.75,9.75,,9.75,9.75,3859893378812,"hrana"
"CCA1,3KG MC DIMLJ.SLANINA VP.",229644,"METRO CHEF","1000 G","KG",11.24,11.24,,11.24,11.24,3858890187953,"hrana"
"CCA 800G ANDRO DOM.DIM SLANINA",231099,"ANDRO","1000 G","KG",13.46,13.46,,13.46,13.46,2815650000007,"hrana"
"250G DOBRO SLANINA NARESCI",235578,"DOBRO","250 G","KG",6.24,24.96,,6.24,6.24,3850133808014,"hrana"
"250G DOBRO SLANINA NARESCI",272534,"DOBRO","1750 G","KG",43.66,24.95,,43.66,,3850133808021,"hrana"
"500G MARKAN DOM. PANC. NAREZAK",238921,"MARKAN","500 G","KG",9.85,19.7,,9.85,9.85,3858892820704,"hrana"
"500G MARKAN DOM. PANC. NAREZAK",260059,"MARKAN","4000 G","KG",63.7,15.93,63.7,63.7,63.7,3859893172311,"hrana"
"500G MARKAN DOM. PANC. NAREZAK",262771,"MARKAN","3500 G","KG",68.95,19.7,,68.95,68.95,3858892820711,"hrana"
"500G DIMLJENA PANCETA NAREZAK",244416,"PISINIUM","500 G","KG",12.61,25.22,,12.61,12.61,3858884935874,"hrana"
"500G DIMLJENA PANCETA NAREZAK",264362,"PISINIUM","3500 G","KG",88.29,25.23,,88.29,88.29,3858884934907,"hrana"
"CCA0,36KG SLANIN.OD CRNE S.SVI",245354,"ĐAKOVAČKE DELIKATESE","1000 G","KG",33.69,33.69,,33.69,33.69,3859893774003,"hrana"
"CCA100G ČVARCI OD CR.SL.SVINJE",245350,"ĐAKOVAČKE DELIKATESE","1000 G","KG",34.11,34.11,,34.11,34.11,3859893774072,"hrana"
"CCA 250G DIM. PANCETA KOM VP",249758,"PISINIUM","1000 G","KG",17.49,17.49,,17.49,17.49,93858894292878,"hrana"
"CCA 1,5KG MARKAN PANC. S KOŽ",251700,"MARKAN","1000 G","KG",14.99,14.99,,14.99,15.33,2842160000005,"hrana"
"CCA1,2KG PIVAC DALM. PEČENICA",253786,"PIVAC","1000 G","KG",19.99,19.99,,19.99,24.7,3858890182088,"hrana"
"200G DR.PIGLEY  ČVARCI",254212,"DR.PIGLEY","200 G","KG",4.29,21.45,,4.29,4.25,3859892348335,"hrana"
"120G DR.PIGLEY ČVARCI DELIKAT.",254213,"DR.PIGLEY","120 G","KG",4.63,38.58,,4.63,4.63,3859892348250,"hrana"
"500G PISINIUM SLANINA ZA PEČ",259722,"PISINIUM","500 G","KG",14.94,29.88,,14.94,12.63,3858884937991,"hrana"
"CCA1KG BELJE SLANINA CSS VP",262140,"BELJE","1000 G","KG",37.49,37.49,,37.49,37.49,3850257052348,"hrana"
"CCA3,15KG DOBRO PANCETA 1/1",262373,"DOBRO","1000 G","KG",18.63,18.63,,18.63,18.63,3850133804795,"hrana"
"CCA 880G DOBRO PANCETA 1/4",262374,"DOBRO","1000 G","KG",14.11,14.11,,14.11,14.11,3850133804351,"hrana"
"500G PIVAC DALM.PANCETA NARE.",262779,"PIVAC","500 G","KG",9.88,19.76,,9.88,9.88,3858884997360,"hrana"
"500G PIVAC DALM.PANCETA NARE.",263173,"PIVAC","5000 G","KG",98.75,19.75,,98.75,98.75,3858884997377,"hrana"
"200G PIVAC ČVARCI",264123,"PIVAC","200 G","KG",3.69,18.45,,3.69,3.69,3858881615809,"hrana"
"200G PIVAC ČVARCI",266255,"PIVAC","3200 G","KG",59,18.44,,59,59,3858884997650,"hrana"
"CCA2KG DIMMES PANCETA DALM.DEL",264194,"DRNIŠKA TRADICIJA DIMMES","1000 G","KG",19.79,19.79,,19.79,19.79,3859892362881,"hrana"
"CCA3,3KG DIMMES PANC.DAL.TABLA",264195,"DRNIŠKA TRADICIJA DIMMES","1000 G","KG",15.88,15.88,,15.88,15.88,3859894303622,"hrana"
"CCA1,5KG NEGRONI GUANCIALE",265555,"NEGRONI","1000 G","KG",16,16,,16,16,98028257003587,"hrana"
"600G BELJE DIM. SLANINA GASTRO",265596,"BELJE","600 G","KG",15.63,26.05,,15.63,15.63,3850139051308,"hrana"
"600G BELJE DIM. SLANINA GASTRO",267214,"BELJE","3600 G","KG",76.88,21.36,,76.88,76.88,3850139616651,"hrana"
"CCA500G DIMLJENA SLANINA NAREZ",267931,"Z'DEŽELE","1000 G","KG",16.35,16.35,,16.35,16.35,2627213801019,"hrana"
"300G ARO NEPREŠANI ČVARCI",268352,"ARO","300 G","KG",5,16.67,,5,5,3856024710015,"hrana"
"500G MC DOM. SUHA SLANINA NAR.",268353,"METRO CHEF","500 G","KG",9.99,19.98,,9.99,9.99,3856024709996,"hrana"
"100G CSS ĐAKOVAČKA SLANINA NAR",268420,"ĐAKOVAČKE DELIKATESE","100 G","KG",3.38,33.8,,3.38,3.38,3859893774218,"hrana"
"CCA6KG CSS ĐAKOV.SLANINA TABLA",268448,"ĐAKOVAČKE DELIKATESE","1000 G","KG",33.13,33.13,,33.13,33.13,3859893774362,"hrana"
"1KG PIVAC SVINJSKA MAST",197475,"PIVAC","1000 G","KG",2.63,2.63,,2.63,2.63,3859892881276,"hrana"
"2,5KG PIVAC SVINJSKA MAST",197478,"PIVAC","2500 G","KG",6.2,2.48,,6.2,6.2,3859892881337,"hrana"
"10KG PIVAC SVINJSKA MAST",197482,"PIVAC","10000 G","KG",23.63,2.36,,23.63,23.63,3858890182712,"hrana"
"2,5KG ARO SVINJSKA MAST",227358,"ARO","2500 G","KG",5.04,2.02,,5.04,5.04,3858891661919,"hrana"
"1KG ARO SVINJSKA MAST",227359,"ARO","1000 G","KG",2.19,2.19,,2.19,2.19,3858891661902,"hrana"
"1KG ARO SVINJSKA MAST",264388,"ARO","6000 G","KG",13.17,2.2,,13.17,13.17,3858881613034,"hrana"
"10KG ARO SVINJSKA MAST",227360,"ARO","10000 G","KG",19.94,1.99,,19.94,19.94,3858891661926,"hrana"
"CCA1KG MAST OD CRNE S.SVINJE",245352,"ĐAKOVAČKE DELIKATESE","1000 G","KG",4.2,4.2,,4.2,4.2,3859893774096,"hrana"
"CCA1,9KG NEGRONI LARDO D'ARNAD",265553,"NEGRONI","1000 G","KG",19.99,19.99,,19.99,19.99,98028257581047,"hrana"
"CCA8,5KG JAMON DE BELLOTA IBER",253636,"CAMPOFRIO","1000 G","KG",117.94,117.94,,117.94,107.23,8413098090013,"hrana"
"CCA1 1KG PIVAC-DALMA.SUHA ŠUN.",207012,"PIVAC","1000 G","KG",18.63,18.63,,18.63,18.63,3858890180152,"hrana"
"CCA3KGPISIN.IST.SUH.ŠUNK.BK1/2",260848,"PISINIUM","1000 G","KG",23.74,23.74,,23.74,23.74,93858894292557,"hrana"
"CCA1,05KG KRAS DIM.PRŠUT BK1/4",120466,"KRAS","1000 G","KG",18.69,18.69,,18.69,18.69,2816090000008,"hrana"
"500G MC PRŠUT NAR SLOVEN.RECEP",124088,"METRO CHEF","500 G","KG",17.49,34.98,,17.49,17.49,3856024705066,"hrana"
"500G MC PRŠUT NAR SLOVEN.RECEP",260069,"METRO CHEF","4000 G","KG",139.9,34.98,,139.9,139.9,3856024705073,"hrana"
"CCA0,7KG MC BUĐOLA 1/2 VP",143840,"METRO CHEF","1000 G","KG",17.49,17.49,,17.49,17.49,3858890181357,"hrana"
"CCA1,5KG MC BUĐOLA 1/1 VP",143842,"METRO CHEF","1000 G","KG",17.38,17.38,,17.38,17.38,3858890181364,"hrana"
"CCA1KG DIM-MES DRNIŠKI PRŠUT 1",168058,"DRNIŠKA TRADICIJA DIMMES","1000 G","KG",22.49,22.49,,22.49,22.49,3859892362997,"hrana"
"CCA0,27KG PRŠUT PREMIUM REZ VP",177650,"DRNIŠKA PRŠUTANA","1000 G","KG",43.98,43.98,,43.98,39.99,3859892733025,"hrana"
"CCA1,5KG PRŠUT 1/4 VP",177656,"DRNIŠKA PRŠUTANA","1000 G","KG",31.88,31.88,,31.88,31.88,3859892733049,"hrana"
"CCA0,27KG PRŠUT REZANI VP",177659,"DRNIŠKA PRŠUTANA","1000 G","KG",41.15,41.15,,41.15,37.49,3859892733056,"hrana"
"CCA6,7KG PIVAC PRŠUT SK",185050,"PIVAC","1000 G","KG",14.74,14.74,,14.74,14.74,3858890180183,"hrana"
"CCA7,2KG PIVAC DALM.PRŠUT SK",185052,"PIVAC","1000 G","KG",17.19,17.19,,17.19,17.19,3858890180190,"hrana"
"CCA1,4KG PIVAC-PRŠUT 1/4 VP",185053,"PIVAC","1000 G","KG",23.13,23.13,,23.13,23.13,3858884995656,"hrana"
"CCA2,2KG PIVAC DAL.SUH.Š.BK1/2",185058,"PIVAC","1000 G","KG",21.5,21.5,,21.5,21.5,3858890180220,"hrana"
"CCA2,8KG PRŠUT RUŽA B.KOŽE 1/2",186767,"PISINIUM","1000 G","KG",23.69,23.69,,23.69,23.69,3858884935621,"hrana"
"CCA6-8KG DRNIŠKI PRŠUT S KOSTI",187112,"DRNIŠKA TRADICIJA DIMMES","1000 G","KG",19.49,19.49,,19.49,19.49,3859894303547,"hrana"
"CCA7 5KG DRNIŠ.PRŠ.-PRŠUT S KO",197418,"DRNIŠKA PRŠUTANA","1000 G","KG",27.8,27.8,,27.8,27.8,3859892733018,"hrana"
"500G PIVAC PRŠUT NAREZAK",200045,"PIVAC","500 G","KG",11.86,23.72,,11.86,11.86,3858890183306,"hrana"
"500G PIVAC PRŠUT NAREZAK",264389,"PIVAC","5000 G","KG",118.63,23.73,,118.63,118.63,3858884996806,"hrana"
